2.863 4.72 5.916 5.492 4.753 3.405 4.036 5.15 4.215 3.951 6.439 6.633 4.493 4.555 4.988 5.699 3.931 4.815 3.619
2.973 3.696 6.665 6.587 5.734 5.166 4.85 6.123 4.939 6.39 2.879 3.633 6.5 6.072 6.414 5.381 6.21 4.41 4.485
3.651 3.719 6.594 3.936 5.685 3.827 4.096 6.622 4.178 3.053 5.182 6.008 5.04 3.605 5.601 4.851 4.55 3.269 3.5
4.59 4.902 3.341 3.367 6.023 4.092 6.026 6.398 5.23 5.115 5.909 5.432 6.094 4.015 4.701 3.847 5.737 4.609 5.721
3.342 5.76 3.742 5.468 3.453 4.388 5.944 4.417 5.892 3.478 3.745 3.806 3.91 4.698 5.292 6.522 5.155 4.575 4.26
2.89 4.181 2.947 6.322 4.599 4.405 4.979 2.858 5.699 6.051 6.409 4.67 5.228 4.144 6.239 4.915 5.841 4.957 6.445
5.627 4.614 5.171 5.184 5.212 4.328 3.859 4.918 3.335 3.495 5.765 4.377 5.099 5.899 3.614 2.972 3.291 5.925 2.923
4.206 5.293 3.279 6.286 6.408 5.18 5.45 3.648 5.99 4.77 6.006 5.141 6.527 6.619 4.363 5.51 6.585 5.527 6.015
5.83 6.352 4.409 3.594 6.038 3.493 3.747 3.693 2.953 6.664 5.042 5.907 3.184 3.463 6.637 4.837 6.09 6.18 5.244
4.521 3.473 6.225 5.731 6.268 3.574 4.596 4.098 4.436 4.211 5.877 3.257 4.764 3.76 4.39 3.082 3.05 3.056 4.91
4.52 5.583 4.945 4.176 5.076 3.218 4.322 3.223 5.643 3.036 4.111 5.986 4.844 5.532 5.367 6.248 4.633 3.694 5.335
3.045 5.058 4.263 4.452 5.077 4.088 4.909 5.705 5.834 3.671 3.708 6.061 3.201 4.288 6.291 4.115 4.098 4.608 5.625
3.046 4.508 3.651 3.45 6.114 5.789 6.635 5.709 4.256 4.373 4.047 4.208 6.303 6.566 6.649 3.732 5.258 6.509 3.217
3.204 6.226 4.537 5.977 2.99 3.749 5.734 4.927 5.695 4.128 5.084 4.496 6.226 6.561 5.345 3.291 3.734 5.867 6.2
5.12 4.354 6.5 5.238 6.23 5.678 6.592 4.145 6.256 3.732 6.019 5.037 4.529 5.309 3.27 4.042 5.066 4.579 2.912
3.776 3.539 3.33 5.671 4.41 5.496 3.752 6.028 3.781 6.423 3.964 5.527 5.835 6.134 2.995 3.727 5.155 4.127 3.978
6.062 5.27 4.651 5.924 2.996 5.996 4.871 4.962 3.351 5.46 4.391 5.686 3.423 4.388 5.212 5.341 5.142 3.082 3.543
6.123 5.234 6.122 3.113 5.7 6.011 3.053 6.505 3.715 6.522 6.141 5.744 5.218 5.264 5.018 3.109 4.565 5.68 6.386
6.528 4.106 3.022 6.479 3.447 3.975 5.74 6.258 4.191 4.526 5.199 4.34 3.85 6.61 6.522 3.906 2.992 4.788 3.117
