4.291 6.31 4.075 4.6 2.883 3.588 5.559 4.069 5.766 5.09 4.495 4.817 3.067 5.046 4.702 5.505 5.223 3.983 6.665
3.584 6.208 4.879 6.192 5.151 5.67 3.757 3.311 5.249 3.856 6.239 6.226 6.098 6.077 6.076 4.759 5.043 4.125 3.954
4.489 5.972 5.35 4.831 4.331 3.782 3.312 6.437 5.798 3.026 4.347 5.097 4.993 5.671 3.655 4.898 3.056 4.636 4.436
4.693 3.85 4.41 6.452 6.347 6.352 5.171 5.316 6.411 5.733 5.787 3.447 6.399 5.089 4.961 4.553 6.405 5.326 4.628
3.317 5.121 5.981 5.287 2.862 3.882 4.572 4.684 6.563 3.782 4.369 3.619 5.511 3.797 5.257 3.329 5.633 2.953 5.767
5.103 2.943 5.594 6.506 4.619 5.773 4.605 5.293 3.589 4.542 5.937 4.407 5.077 5.396 2.979 4.725 5.668 6.066 5.974
3.719 4.477 6.547 3.774 4.474 3.576 5.379 4.932 3.386 5.477 5.734 5.709 5.963 3.175 5.199 6.107 3.099 4.987 3.239
4.322 4.048 4.881 5.433 4.613 3.952 5.792 5.323 5.51 4.226 4.295 6.002 6.206 5.242 4.238 6.186 6.135 6.111 3.536
5.078 3.472 4.096 3.958 5.791 3.204 4.191 4.929 3.215 5.662 3.68 5.867 6.624 5.375 3.046 3.887 6.417 4.182 4.227
3.816 3.538 3.26 5.416 4.086 5.052 5.379 5.604 4.859 4.361 5.868 4.071 2.859 5.637 4.722 3.651 6.607 4.556 3.073
3.964 4.468 5.185 5.505 5.847 5.46 4.443 4.848 4.878 5.461 6.474 4.892 6.154 6.25 3.591 5.009 6.129 3.064 4.845
5.208 3.216 5.824 3.116 4.653 4.939 6.064 6.643 6.138 5.539 4.105 3.2 5.191 6.599 3.326 5.296 5.85 3.532 4.137
3.868 5.137 4.47 3.828 2.993 4.479 6.03 3.69 4.704 4.542 5.414 3.283 6.628 5.787 3.64 4.446 4.813 5.382 3.526
5.998 4.651 3.203 3.711 3.527 5.312 3.834 3.26 4.356 2.932 4.528 3.376 4.867 5.072 3.415 3.642 3.534 4.117 3.653
6.601 5.508 3.872 5.401 5.607 5.324 5.194 3.275 5.415 4.118 6.032 5.442 4.684 6.394 3.577 6.468 4.376 6.28 6.305
5.639 5.523 3.443 6.074 4.661 5.444 5.075 3.099 5.681 4.474 5.786 4.744 5.91 5.067 3.02 3.17 3.367 3.307 5.43
4.167 5.29 3.928 4.169 3.439 5.279 4.917 4.398 4.838 3.887 3.494 3.58 3.725 2.922 5.277 3.26 2.975 6.623 4.642
5.082 2.985 4.534 5.831 4.157 6.458 6.171 4.565 4.182 3.608 6.141 4.743 4.755 3.318 3.931 3.398 6.435 4.914 6.332
3.268 3.119 4.865 5.43 5.171 3.653 3.866 4.251 3.429 5.988 6.628 3.419 6.289 6.144 4.909 3.491 4.005 5.55 3.253
