5.891 6.384 5.079 3.125 6.554 6.391 6.352 3.938 5.504 4.82 4.304 3.674 4.28 3.074 4.852 3.994 4.523 5.314 3.798
4.539 4.734 5.517 3.121 3.329 3.118 4.799 4.955 4.424 4.932 6.589 5.447 3.702 5.089 3.995 4.145 5.7 6.272 2.891
4.557 5.352 2.969 3.375 4.638 3.998 6.568 6.175 2.99 5.167 4.377 4.98 3.691 3.521 5.539 6.131 4.64 4.694 5.962
4.631 6.248 4.868 5.862 5.359 5.111 3.609 3.018 3.973 5.754 4.534 6.098 4.847 5.633 4.311 4.154 6.136 2.911 3.392
3.92 4.909 2.979 3.209 3.963 3.632 3.281 6.304 5.91 6.116 3.455 4.985 4.508 4.893 5.02 3.383 4.634 5.23 6.209
5.43 3.932 6.008 3.763 5.732 5.28 3.99 3.356 4.177 4.316 4.099 6.292 5.681 3.821 6.239 4.792 4.755 3.738 3.22
6.3 6.575 4.152 3.785 4.983 5.899 4.367 6.033 3.175 3.18 4.054 4.455 3.126 6.351 6.068 6.121 4.714 4.866 4.2
6.318 2.996 6.083 3.256 4.487 4.768 4.46 5.907 4.804 5.653 6.265 4.221 6.085 5.746 6.281 4.321 3.731 5.619 5.118
5.704 4.1 3.795 6.127 3.875 5.336 4.044 6.354 4.255 4.122 3.798 4.72 5.447 6.236 6.434 5.507 3.183 5.171 5.086
3.85 6.564 5.072 5.517 5.729 5.889 5.5 3.38 5.674 6.056 4.041 3.832 3.378 3.119 5.964 5.249 3.114 5.099 5.401
5.484 4.248 6.429 5.652 6.28 3.746 3.207 4.78 4.856 4.273 4.415 6.397 6.127 3.556 2.862 4.573 6.241 4.508 5.326
3.359 4.035 3.039 5.335 5.632 5.146 4.389 4.4 5.922 6.012 5.554 4.635 3.618 5.665 2.869 4.661 3.745 3.787 4.508
3.328 3.318 3.063 4.824 4.407 3.286 3.982 3.518 5.969 3.53 3.404 3.825 5.171 5.511 3.19 6.475 6.139 4.491 3.39
3.584 6.346 2.936 4.101 6.432 4.822 4.025 5.048 3.579 3.351 6.176 4.5 4.926 5.817 3.85 3.175 5.569 2.896 5.722
3.412 3.373 5.453 5.378 3.83 6.049 3.259 5.167 3.328 6.209 3.174 5.533 3.476 4.769 2.944 3.923 6.182 5.176 3.778
5.086 4.122 5.138 3.305 4.888 6.365 5.119 3.674 5.985 3.025 4.616 4.39 2.879 4.478 4.473 4.56 6.43 6.507 5.335
3.137 6.276 3.292 3.42 6.494 4.755 3.934 4.838 5.287 5.473 2.973 3.55 5.796 5.186 4.156 5.096 3.389 3.221 6.123
5.99 4.761 5.89 2.932 3.877 3.915 3.448 6.625 2.919 5.652 5.726 6.119 5.771 6.117 4.919 6.201 4.358 2.993 3.179
5.611 5.201 5.211 6.531 3.81 5.343 2.86 4.723 6.27 4.523 5.524 5.083 4.461 5.413 6.385 4.644 6.593 6.233 6.56
