5.442 5.705 4.632 3.633 3.847 6.226 6.628 3.36 5.569 5.833 4.765 3.538 4.307 4.16 3.912 4.073 6.066 4.392 6.024
6.461 4.459 4.994 4.838 5.748 5.526 3.557 4.213 6.163 4.195 4.122 4.954 6.384 5.97 4.891 4.113 5.383 3.265 6.371
3.206 5.948 4.741 3.062 6.641 3.779 6.14 4.365 3.308 3.064 3.52 6.514 5.679 4.883 5.045 3.635 5.967 5.616 4.103
6.318 4.303 3.115 6.142 4.216 5.752 2.981 6.231 3.006 5.557 5.241 5.128 5.667 4.842 4.43 5.78 5.881 5.195 5.92
4.8 4.073 6.277 4.545 5.725 3.965 4.122 2.938 5.136 6.64 5.048 5.937 6.464 5.807 2.913 3.124 4.644 5.84 4.908
5.2 6.614 3.956 4.945 3.276 3.914 5.71 6.073 5.159 3.476 5.718 6.608 4.8 3.315 5.534 6.476 4.036 5.016 4.622
4.061 5.593 3.882 5.017 5.132 2.88 5.312 3.955 4.825 3.29 3.442 6.232 5.874 5.24 4.788 3.46 5.476 5.948 5.984
3.152 4.431 5.121 5.449 4.498 4.285 3.502 3.811 2.886 6.335 4.216 3.672 4.58 4.178 4.31 3.948 6.617 5.054 6.483
6.098 3.233 4.67 4.272 5.641 4.522 6.485 4.718 5.482 4.692 3.406 2.989 6.092 4.132 3.105 5.475 5.79 6.453 3.148
3.408 5.655 4.26 3.155 3.852 4.016 4.927 5.634 6.461 6.102 6.098 4.576 4.344 5.046 4.223 3.395 6.017 6.177 5.557
4.269 5.285 5.355 4.596 3.218 3.965 3.815 3.629 6.185 5.943 4.144 2.91 5.67 6.148 3.75 4.808 5.547 4.791 3.752
5.228 3.138 6.431 3.039 4.575 3.781 5.061 3.681 3.289 3.569 3.906 4.662 6.577 3.614 3.632 5.605 5.125 5.862 4.377
6.657 3.316 5.221 5.67 5.296 6.425 6.345 6.577 4.208 3.799 2.88 6.481 4.851 5.419 5.957 6.396 5.725 4.659 3.879
4.828 6.597 3.935 3.002 3.36 6.134 6.269 5.117 3.779 3.064 5.912 3.806 4.495 6.293 4.356 5.646 4.749 6.014 6.029
6.631 4.75 3.639 6.492 4.582 4.37 4.695 4.017 4.992 5.177 4.752 4.329 3.646 3.616 3.061 5.714 6.153 4.086 6.649
3.72 2.943 4.53 5.685 5.342 4.684 4.544 6.544 5.191 5.818 4.906 4.501 4.089 3.993 4.286 4.409 3.116 6.576 5.332
4.373 3.062 2.961 6.428 6.008 5.01 4.045 6.27 4.003 4.804 6.175 6.022 3.28 4.749 5.81 3.769 6.547 3.917 5.539
5.511 3.394 6.195 4.813 4.031 4.722 3.068 3.581 5.898 2.963 5.611 5.999 4.287 6.247 3.487 4.841 3.233 3.135 6.409
3.103 6.261 5.181 3.775 4.39 3.885 5.729 2.864 5.888 6.63 5.402 4.583 4.114 4.767 6.332 3.692 4.941 5.719 5.477
