4.723 6.657 4.086 3.93 5.931 5.338 5.471 4.65 3.949 6.181 5.845 3.937 5.961 4.092 4.519 5.219 6.458 5.141 6.35
3.593 5.949 4.961 3.735 4.776 3.738 6.261 4.993 5.908 6.413 6.22 6.271 4.095 4.007 6.006 5.506 5.845 3.07 6.617
6.27 4.707 6.587 5.566 4.722 4.394 3.066 3.882 6.271 5.404 6.338 6.006 3.795 2.902 4.36 5.601 5.545 3.072 4.781
3.235 6.265 4.95 5.236 6.198 3.322 4.014 5.711 5.133 3.645 4.984 4.343 4.163 4.914 5.194 4.179 3.274 3.438 3.891
3.025 3.381 4.116 5.107 4.202 3.88 3.033 4.777 6.225 5.348 5.139 4.754 4.288 3.22 5.976 4.827 4.343 2.932 3.241
4.98 4.343 5.217 5.373 4.569 3.839 3.602 5.321 6.452 3.132 3.424 5.504 4.939 3.415 6.233 4.978 5.108 4.515 4.792
5.8 6.39 4.231 3.038 6.528 4.121 5.601 4.03 4.949 4.407 6.285 6.036 4.998 5.261 6.404 3.453 4.607 6.028 5.088
4.045 6.352 5.739 4.186 3.018 3.437 5.607 3.386 5.632 5.398 4.573 5.18 4.365 6.131 3.584 4.998 3.049 5.209 5.763
3.539 5.576 4.434 4.577 6.564 4.183 6.201 4.669 5.054 6.414 3.641 5.047 4.374 6.568 3.842 5.504 3.728 4.839 3.173
4.148 5.213 4.733 3.775 3.578 3.321 5.076 4.238 2.956 5.946 6.284 4.099 4.82 5.032 6.278 4.482 6.035 6.148 5.378
3.658 4.165 5.504 5.581 5.399 6.225 3.126 5.859 4.558 4.703 5.762 4.596 5.362 6.655 5.118 6.043 2.917 3.229 4.827
4.801 6.423 6.563 6.119 5.091 3.216 6.372 5.83 5.319 5.74 6.219 5.576 6.48 4.966 4.777 5.643 6.147 6.316 3.509
6.31 3.332 4.106 3.93 5.429 6.4 5.906 5.404 4.843 4.446 3.943 6.226 5.609 4.821 5.192 4.229 3.155 3.269 6.433
5.253 5.64 6.049 5.642 4.232 4.377 3.946 3.366 4.275 6.559 5.422 5.603 4.381 4.117 5.979 4.587 5.406 4.827 5.107
3.244 5.32 5.673 3.382 5.22 3.038 4.928 2.939 6.427 6.621 5.388 2.928 6.026 4.495 4.883 4.329 4.763 3.402 4.536
4.346 6.031 6.492 6.045 5.947 4.161 6.609 4.99 6.017 6.149 3.325 5.428 3.369 4.731 3.627 5.812 3.688 4.988 6.445
3.065 4.374 2.979 3.385 2.931 5.661 5.584 4.003 6.092 4.339 4.409 4.528 3.087 3.128 4.586 5.654 5.035 2.875 5.356
4.767 5.714 4.217 5.098 3.177 5.885 6.053 6.436 4.276 4.589 3.906 4.525 3.178 6.239 4.487 4.496 3.323 5.778 4.579
4.502 6.039 5.382 4.252 6.571 4.933 4.508 6.594 5.117 3.797 5.587 3.303 3.482 3.103 6.537 5.5 5.414 6.09 6.056
