4.001 4.358 3.519 5.176 3.904 5.758 6.31 5.124 4.564 6.128 4.068 3.09 2.983 6.648 5.766 4.895 3.503 4.492 2.973
4.386 2.87 2.957 6.325 3.777 5.762 4.353 6.523 5.026 6.328 4.58 5.084 3.062 3.568 4.986 6.529 3.919 4.131 3.651
6.032 3.698 6.494 6.32 3.783 5.052 2.952 3.565 3.091 5.522 5.723 3.943 5.924 5.833 3.557 3.298 3.612 5.13 4.59
4.395 2.862 4.498 5.111 3.444 5.705 5.415 3.593 4.748 5.62 3.276 6.01 4.577 3.603 4.754 3.053 3.6 6.293 3.342
4.344 3.578 6.52 4.124 6.501 5.316 6.046 4.159 5.304 3.733 3.275 3.585 4.315 6.638 4.83 4.017 4.102 5.532 2.89
4.23 3.4 5.762 6.107 6.422 3.327 6.558 6.411 3.7 5.052 3.885 4.543 5.865 5.913 6.645 5.067 6.211 4.295 5.627
3.391 3.878 2.885 4.542 5.976 4.779 3.074 4.345 6.046 5.945 4.856 4.356 4.245 4.473 6.114 4.88 4.652 5.657 4.206
3.848 3.523 5.448 6.302 5.631 4.18 4.573 3.898 6.556 4.396 6.562 6.006 4.885 5.634 6.523 6.29 4.396 6.492 5.83
3.188 3.385 5.546 2.984 3.527 3.208 5.076 3.436 6.081 6.623 5.563 5.436 5.568 4.756 5.444 4.916 3.54 4.925 4.521
4.493 5.139 5.315 4.885 4.23 3.42 5.473 4.37 4.785 3.2 4.045 3.648 6.177 5.939 4.394 4.503 6.548 4.915 4.52
3.837 6.29 4.961 5.587 3.576 3.612 5.598 4.285 3.92 4.08 3.967 4.069 4.109 4.215 6.419 4.924 4.409 4.042 3.045
3.991 6.436 3.688 3.54 2.862 5.418 5.333 3.357 5.701 4.805 6.097 3.367 5.334 3.136 4.684 5.571 6.074 3.129 3.046
4.476 3.7 5.799 4.139 4.063 4.501 5.626 4.514 3.76 3.088 6.33 5.415 6.571 5.109 3.74 2.921 5.201 3.55 3.204
3.311 4.696 3.726 3.572 5.522 5.502 4.281 3.206 6.504 5.622 5.292 5.032 3.147 6.325 4.367 5.908 4.292 3.211 5.12
4.743 4.29 4.27 4.084 5.239 3.835 5.073 5.199 5.22 4.977 3.83 3.504 5.093 3.595 5.543 3.4 6.199 4.623 3.776
5.548 4.852 6.251 4.396 4.926 2.894 3.299 2.899 5.144 4.874 3.195 3.42 4.434 4.504 4.985 4.68 5.847 2.893 6.062
3.785 3.866 6.12 4.947 4.53 4.885 3.077 5.041 3.515 6.019 6.05 4.671 4.035 5.711 5.74 3.836 4.628 6.343 6.123
5.848 3.118 4.39 3.043 3.952 3.921 6.59 5.866 3.201 6.129 5.085 6.317 3.862 3.006 6.649 4.263 5.958 5.306 6.528
3.139 4.519 4.069 4.963 4.768 6.462 3.942 3.754 3.83 5.863 6.469 4.961 5.748 6.462 6.524 5.378 6.28 2.863 4.72
